,Name,Wins,Losses,Draws,Stance,Reach (inches),Weight (pounds),Height (inches),Significant Strikes Landed per Minute,Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (the percentage of opponents strikes that did not land),Average Takedowns Landed per 15 minutes,Takedown Accuracy,Takedown Defense (the percentage of opponents TD attempts that did not land),Average Submissions Attempted per 15 minutes
203,KB Bhullar,8,2,0,Switch,78.0,185.0,76.0,4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0
204,Bibulatov Magomed,14,2,0,Orthodox,65.0,125.0,65.0,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
205,David Bielkheden,24,12,0,Orthodox,71.0,155.0,70.0,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0
206,Blake Bilder,8,2,1,Switch,68.0,145.0,68.0,3.81,0.48,4.15,0.53,0.31,0.07,0.71,0.6
207,Jonas Bilharinho,9,1,1,Switch,75.0,145.0,71.0,3.71,0.6,3.36,0.57,0.0,0.0,1.0,0.0
208,Anthony Birchak,16,8,0,Orthodox,69.0,135.0,68.0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
209,Angad Bisht,10,3,0,Orthodox,67.0,125.0,67.0,3.91,0.51,4.56,0.33,2.41,0.37,1.0,0.0
210,Michael Bisping,30,9,0,Orthodox,75.0,185.0,73.0,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
211,Caio Bittencourt,14,7,0,Orthodox,75.0,185.0,72.0,0.29,0.16,0.57,0.33,0.0,0.0,0.0,0.0
212,Davi Bittencourt,14,4,0,Orthodox,65.0,135.0,65.0,4.15,0.66,1.51,0.46,14.15,0.33,0.0,0.0
213,Jan Blachowicz,29,10,1,Orthodox,78.0,205.0,74.0,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3
214,Brad Blackburn,18,13,1,Orthodox,73.0,170.0,70.0,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
215,Sherrard Blackledge,5,1,0,Orthodox,75.0,155.0,71.0,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0
216,Da'Mon Blackshear,15,7,1,Switch,72.0,135.0,70.0,4.3,0.47,4.06,0.49,2.17,0.37,0.68,1.4
217,Chasen Blair,6,3,0,Orthodox,71.0,155.0,70.0,5.27,0.39,5.27,0.59,0.0,0.0,1.0,0.0
218,Erin Blanchfield,13,2,0,Orthodox,66.0,125.0,64.0,5.24,0.44,4.21,0.59,1.86,0.31,0.8,0.8
219,Maximo Blanco,12,8,1,Orthodox,71.0,145.0,68.0,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
220,Curtis Blaydes,18,5,0,Orthodox,80.0,265.0,76.0,3.54,0.5,1.91,0.58,5.69,0.53,0.31,0.0
221,Tereza Bleda,7,1,0,Orthodox,71.0,125.0,69.0,3.02,0.53,1.86,0.46,1.81,0.27,0.83,0.7
222,Mark Bocek,12,5,0,Orthodox,75.0,155.0,68.0,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
223,Kyle Bochniak,8,5,0,Orthodox,70.0,145.0,67.0,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0
224,James Bochnovic,8,3,0,Orthodox,81.0,205.0,76.0,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0
225,Tim Boetsch,21,13,0,Orthodox,74.0,185.0,72.0,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
226,Galore Bofando,5,3,0,Switch,72.0,170.0,71.0,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0
227,Roman Bogatov,10,1,0,Orthodox,73.0,155.0,68.0,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0
228,Mandy Bohm,8,2,0,Orthodox,71.0,125.0,67.0,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7
229,Gaston Bolanos,8,4,0,Orthodox,69.0,135.0,67.0,3.74,0.5,2.57,0.52,0.78,1.0,0.42,0.0
230,Denys Bondar,14,5,0,Orthodox,69.0,125.0,66.0,4.59,0.5,5.16,0.56,3.99,0.58,0.62,0.0
231,Gabriel Bonfim,16,1,0,Orthodox,72.0,170.0,73.0,5.78,0.42,4.38,0.62,2.92,0.75,0.73,1.9
232,Ismael Bonfim,20,4,0,Orthodox,71.0,155.0,68.0,5.8,0.54,3.16,0.7,1.07,0.33,0.76,0.0
233,Stephan Bonnar,15,9,0,Orthodox,79.0,205.0,76.0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0
234,Rogerio Bontorin,16,4,0,Orthodox,67.0,125.0,65.0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
235,Ray Borg,13,5,0,Orthodox,63.0,135.0,64.0,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0
236,Kevin Borjas,9,3,0,Orthodox,68.0,125.0,65.0,4.92,0.4,6.7,0.49,0.0,0.0,0.61,0.0
237,Calen Born,7,1,0,Switch,72.0,170.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Caio Borralho,17,1,0,Southpaw,75.0,185.0,73.0,3.61,0.6,2.34,0.62,1.56,0.6,0.76,0.5
239,Zachary Borrego,3,1,0,Switch,78.0,185.0,74.0,0.0,0.0,1.94,0.33,0.0,0.0,0.0,0.0
240,Viacheslav Borshchev,8,4,1,Orthodox,69.0,155.0,71.0,5.4,0.53,4.8,0.56,0.0,0.0,0.35,0.0
241,Tanner Boser,21,10,1,Orthodox,75.0,205.0,74.0,4.7,0.52,2.75,0.58,0.0,0.0,0.63,0.0
242,Steve Bosse,12,2,0,Orthodox,72.0,205.0,71.0,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
243,Poliana Botelho,8,5,0,Orthodox,67.0,125.0,68.0,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0
244,Kyron Bowen,9,5,0,Orthodox,73.0,185.0,75.0,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0
245,Brian Bowles,10,3,0,Orthodox,70.0,135.0,67.0,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4
246,Roger Bowling,12,6,0,Orthodox,68.0,155.0,69.0,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
247,Kyle Bradley,19,12,0,Orthodox,71.0,155.0,69.0,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0
248,Sean Brady,17,1,0,Orthodox,72.0,170.0,70.0,4.09,0.55,3.18,0.6,3.49,0.52,0.85,0.9
249,Ramiz Brahimaj,11,5,0,Orthodox,72.0,170.0,70.0,2.26,0.44,4.04,0.43,1.51,0.35,0.44,1.5
250,Adam Bramhald,13,3,0,Orthodox,70.0,135.0,70.0,7.65,0.45,8.05,0.33,0.0,0.0,1.0,0.0
251,David Branch,22,6,0,Orthodox,78.0,185.0,73.0,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0
252,Billy Brand,5,2,0,Orthodox,65.0,135.0,66.0,2.86,0.25,8.57,0.4,0.0,0.0,0.75,0.0
253,Diego Brandao,22,11,0,Orthodox,64.0,145.0,67.0,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6
254,Bruna Brasil,10,4,1,Orthodox,65.0,115.0,66.0,2.94,0.61,3.49,0.5,1.93,0.72,0.59,0.0
255,Martin Bravo,11,3,0,Southpaw,71.0,145.0,68.0,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0
256,Mike Breeden,11,6,0,Orthodox,70.0,155.0,70.0,5.75,0.45,7.28,0.42,0.98,0.3,0.67,0.0
257,Tom Breese,12,3,0,Southpaw,73.0,185.0,75.0,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1
258,Elves Brener,16,5,0,Orthodox,72.0,155.0,70.0,3.99,0.47,5.3,0.48,1.23,0.23,0.76,0.0
259,Charlie Brenneman,19,8,0,Orthodox,70.0,155.0,70.0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0
260,Marcos Brigagao,11,1,0,Southpaw,76.0,205.0,75.0,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0
261,Jason Brilz,22,6,1,Orthodox,71.0,205.0,71.0,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
262,Marcus Brimage,7,7,0,Southpaw,71.0,135.0,64.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
263,Henry Briones,16,8,1,Orthodox,69.0,135.0,68.0,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6
264,Joanderson Brito,17,4,1,Orthodox,72.0,145.0,68.0,3.02,0.5,2.7,0.44,3.08,0.68,0.72,0.9
265,Kaik Brito,16,5,0,Orthodox,72.0,170.0,71.0,2.8,0.38,3.87,0.55,0.0,0.0,0.55,2.0
266,Antwain Britt,11,6,0,,77.0,205.0,73.0,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0
267,Jonathan Brookins,16,10,0,Southpaw,74.0,145.0,72.0,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3
268,Will Brooks,18,4,0,Orthodox,72.0,155.0,70.0,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3
269,Jarred Brooks,13,2,0,Switch,62.0,125.0,63.0,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
270,Rob Broughton,16,7,1,Orthodox,74.0,265.0,74.0,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
271,Matt Brown,26,19,0,Orthodox,75.0,170.0,72.0,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3
272,Mike Brown,26,9,0,Orthodox,70.0,145.0,66.0,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6
273,Randy Brown,19,6,0,Orthodox,78.0,170.0,75.0,4.35,0.47,3.24,0.54,0.81,0.39,0.73,0.6
274,Damien Brown,17,12,0,Orthodox,68.0,155.0,70.0,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7
275,TJ Brown,17,11,0,Switch,72.0,145.0,69.0,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3
276,Travis Browne,18,7,1,Orthodox,79.0,255.0,78.0,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
277,Cody Brundage,10,6,0,Orthodox,72.0,185.0,72.0,1.62,0.54,2.63,0.41,2.31,0.5,0.68,0.9
278,Derek Brunson,23,9,0,Southpaw,77.0,185.0,73.0,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6
279,Robert Bryczek,17,6,0,Orthodox,75.0,185.0,72.0,2.13,0.24,4.47,0.6,0.0,0.0,1.0,0.0
280,Lukasz Brzeski,9,6,1,Orthodox,78.0,236.0,76.0,5.02,0.5,3.68,0.54,0.43,0.33,0.36,0.4
281,Justin Buchholz,15,10,0,Orthodox,73.0,155.0,72.0,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8
282,Joaquin Buckley,21,6,0,Southpaw,76.0,170.0,70.0,4.13,0.36,3.2,0.57,1.96,0.46,0.69,0.0
283,Martin Buday,14,2,0,Orthodox,77.0,265.0,76.0,4.84,0.53,5.54,0.52,0.21,0.25,1.0,0.2
284,Julia Budd,10,2,0,,67.0,145.0,67.0,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0
285,Dylan Budka,7,4,0,Switch,75.0,185.0,72.0,1.07,0.43,1.69,0.41,2.02,0.38,0.76,0.4
286,Mike Budnik,13,4,0,Orthodox,68.0,145.0,69.0,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4
287,Mayra Bueno Silva,10,4,1,Orthodox,66.0,125.0,66.0,4.01,0.59,5.0,0.52,0.64,0.29,0.66,1.5
288,Paul Buentello,35,17,0,Orthodox,77.0,245.0,74.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
289,Modestas Bukauskas,16,6,0,Switch,78.0,205.0,75.0,3.21,0.42,4.11,0.49,0.38,0.66,0.71,0.2
290,Felipe Bunes,13,7,0,Orthodox,69.0,125.0,67.0,5.25,0.54,8.72,0.41,3.15,0.33,0.0,0.0
291,Shane Burgos,15,3,0,Orthodox,75.0,145.0,71.0,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4
292,Joshua Burkman,28,16,0,Orthodox,72.0,170.0,70.0,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
293,Justin Burlinson,6,1,0,Switch,74.0,170.0,73.0,1.24,0.4,3.09,0.61,0.0,0.0,1.0,9.3
294,Mads Burnell,9,3,0,Orthodox,69.0,145.0,68.0,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
295,Kevin Burns,12,7,0,Orthodox,74.0,170.0,70.0,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
296,Gilbert Burns,22,8,0,Orthodox,71.0,170.0,70.0,3.17,0.48,3.57,0.52,2.1,0.37,0.53,0.5
297,Herbert Burns,11,6,0,Orthodox,73.0,145.0,69.0,1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8
298,Dakota Bush,8,4,0,Orthodox,73.0,155.0,70.0,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0
299,Jesse Butler,12,6,0,Orthodox,73.0,135.0,70.0,2.02,0.34,4.62,0.39,0.0,0.0,0.0,0.0
300,JP Buys,9,6,0,Orthodox,67.0,135.0,65.0,1.88,0.39,3.02,0.4,1.55,0.25,0.25,2.3
301,Dennis Buzukja,12,5,0,Switch,70.0,145.0,69.0,4.21,0.43,4.82,0.48,0.63,0.27,0.75,0.2
302,Charles Byrd,10,7,0,Orthodox,73.0,185.0,70.0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
303,Yan Cabral,13,3,0,Orthodox,73.0,155.0,71.0,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2
304,Alex Caceres,21,15,0,Southpaw,73.0,145.0,70.0,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7
305,Vince Cachero,7,4,0,Orthodox,68.0,145.0,66.0,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5
306,Priscila Cachoeira,12,6,0,Orthodox,65.0,125.0,67.0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0.0
307,Carlos Calderon,6,3,0,Southpaw,71.0,145.0,71.0,4.85,0.42,4.98,0.33,3.93,0.33,0.0,0.0
308,Nicolle Caliari,8,2,0,Orthodox,62.0,125.0,63.0,1.89,0.52,3.16,0.31,6.32,0.66,0.0,6.3
309,Cynthia Calvillo,9,6,1,Orthodox,64.0,115.0,64.0,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8
310,Frank Camacho,22,10,0,Orthodox,73.0,155.0,70.0,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0
311,Lucas Camacho,6,1,0,Orthodox,80.0,265.0,76.0,4.08,0.38,8.16,0.06,0.0,0.0,0.0,0.0
312,Fabricio Camoes,14,9,1,Orthodox,71.0,155.0,70.0,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
313,Chris Camozzi,24,13,0,Orthodox,75.0,185.0,74.0,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5
314,Brian Camozzi,7,5,0,Orthodox,78.0,170.0,74.0,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7
315,Shane Campbell,14,6,0,Orthodox,71.0,155.0,72.0,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0
316,Charlie Campbell,9,2,0,Orthodox,72.0,155.0,72.0,5.55,0.54,3.73,0.55,2.95,0.4,0.71,0.0
317,Will Campuzano,14,6,0,Orthodox,70.0,125.0,69.0,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2
318,Aleksa Camur,6,3,0,Orthodox,74.0,205.0,73.0,4.73,0.57,4.26,0.54,0.46,0.22,0.5,0.0
319,Chico Camus,17,7,0,Orthodox,66.0,125.0,66.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
320,Carlos Candelario,8,3,0,Southpaw,68.0,125.0,68.0,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3
321,Luiz Cane,17,7,0,Southpaw,77.0,185.0,74.0,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3
322,Guido Cannetti,10,8,0,Southpaw,68.0,135.0,66.0,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4
323,Jared Cannonier,17,8,0,Switch,77.0,185.0,71.0,4.49,0.5,4.39,0.56,0.42,0.46,0.62,0.0
324,Steve Cantwell,7,6,0,Orthodox,75.0,185.0,74.0,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7
325,Phil Caracappa,6,1,0,Orthodox,70.0,135.0,68.0,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0
326,Bryan Caraway,21,9,0,Orthodox,68.0,135.0,68.0,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8
327,Chris Cariaso,17,8,0,Southpaw,64.0,125.0,63.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
328,Antonio Carlos Junior,11,5,0,Orthodox,79.0,185.0,74.0,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8
329,Spike Carlyle,9,3,0,Switch,71.0,145.0,68.0,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5
330,Francis Carmont,25,12,0,Orthodox,78.0,205.0,75.0,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6
331,Liz Carmouche,13,7,0,Orthodox,66.0,125.0,66.0,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3
332,Roan Carneiro,21,11,0,Orthodox,76.0,170.0,71.0,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4
333,Ariane Carnelossi,15,3,0,Orthodox,61.0,115.0,62.0,2.87,0.39,4.74,0.45,1.37,0.55,0.14,0.3
334,Luana Carolina,11,4,0,Orthodox,69.0,125.0,66.0,4.81,0.5,3.54,0.5,0.34,0.37,0.74,0.6
335,Clayton Carpenter,8,0,0,Orthodox,66.0,125.0,66.0,4.56,0.53,2.71,0.6,2.95,0.55,0.0,2.4
336,Jack Cartwright,10,1,0,Orthodox,68.0,135.0,69.0,0.8,0.38,3.33,0.29,6.0,0.66,0.0,2.0
337,Antonio Carvalho,15,6,0,Orthodox,70.0,145.0,69.0,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0
338,Shane Carwin,12,2,0,Orthodox,80.0,265.0,74.0,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0
339,Johnny Case,22,6,0,Orthodox,72.0,155.0,70.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2
340,Kevin Casey,9,5,2,Southpaw,77.0,185.0,71.0,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4
341,Cortney Casey,10,10,0,Orthodox,67.0,125.0,67.0,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5
342,John Castaneda,21,7,0,Switch,71.0,135.0,66.0,4.67,0.5,5.22,0.54,1.79,0.35,0.71,0.1
343,Danny Castillo,17,10,0,Orthodox,71.0,155.0,69.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
344,Nick Catone,10,4,0,Southpaw,72.0,185.0,72.0,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5
345,Gesias Cavalcante,21,10,1,Orthodox,71.0,155.0,68.0,1.98,0.35,3.11,0.51,1.25,0.36,0.66,1.1
346,Rafael Cavalcante,12,7,0,Orthodox,74.0,205.0,73.0,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1
347,Jacqueline Cavalcanti,8,1,0,Orthodox,70.0,135.0,68.0,6.02,0.49,3.22,0.72,0.0,0.0,0.9,0.0
348,Igor Cavalcanti,9,1,0,Orthodox,79.0,170.0,71.0,3.33,0.42,3.6,0.48,1.0,0.5,0.66,0.0
349,Magnus Cedenblad,14,5,0,Orthodox,79.0,185.0,77.0,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0
350,Yosdenis Cedeno,10,6,1,Orthodox,69.0,155.0,68.0,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3
351,Henry Cejudo,16,4,0,Orthodox,64.0,135.0,64.0,3.77,0.46,3.29,0.6,1.99,0.32,0.75,0.2
352,Vinicius Cenci,7,2,0,Orthodox,74.0,155.0,73.0,2.9,0.48,2.69,0.62,1.61,0.5,0.0,0.0
353,Katlyn Cerminara,18,6,0,Orthodox,68.0,125.0,69.0,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3
354,Rafael Cerqueira,11,1,0,Southpaw,76.0,205.0,75.0,1.18,1.0,32.94,0.22,0.0,0.0,0.0,0.0
355,Donald Cerrone,36,17,0,Orthodox,73.0,155.0,73.0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2
356,Luan Chagas,15,3,1,Orthodox,75.0,170.0,72.0,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3
357,Edgar Chairez,11,6,0,Orthodox,71.0,125.0,67.0,3.45,0.45,5.21,0.42,0.0,0.0,0.33,1.5
358,Alex Chambers,5,5,0,Southpaw,63.0,115.0,63.0,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0
359,Michael Chandler,23,9,0,Orthodox,71.0,155.0,68.0,4.49,0.5,4.3,0.43,1.59,0.37,0.63,0.6
360,Chelsea Chandler,6,3,0,Southpaw,68.0,135.0,68.0,3.53,0.45,4.06,0.41,0.91,0.6,0.33,0.0
361,Morgan Charriere,20,10,1,Orthodox,69.0,145.0,68.0,3.87,0.51,3.74,0.57,2.47,0.57,0.83,0.6
362,Ernest Chavez,10,2,0,Orthodox,70.0,145.0,68.0,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0
363,Danny Chavez,11,5,1,Orthodox,67.0,145.0,68.0,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0
364,Fabio Cherant,7,4,0,Southpaw,74.0,205.0,73.0,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0
365,Mark Cherico,11,1,0,Orthodox,69.0,145.0,67.0,3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0
366,Macy Chiasson,11,3,0,Orthodox,72.0,135.0,71.0,3.77,0.46,2.79,0.44,2.37,0.38,0.7,0.4
367,Michael Chiesa,20,7,0,Southpaw,75.0,170.0,73.0,1.81,0.39,1.66,0.54,3.3,0.48,0.61,1.1
368,Giga Chikadze,15,4,0,Orthodox,74.0,145.0,72.0,3.92,0.42,3.5,0.61,0.21,0.33,0.7,0.2
369,Khamzat Chimaev,14,0,0,Orthodox,75.0,185.0,74.0,5.36,0.58,3.25,0.41,4.31,0.46,1.0,2.8
370,Dooho Choi,16,4,1,Orthodox,70.0,145.0,70.0,4.67,0.56,4.02,0.56,1.43,0.53,0.47,0.6
371,SeungWoo Choi,11,7,0,Orthodox,74.0,145.0,72.0,3.51,0.39,3.12,0.47,0.86,0.54,0.7,0.0
372,SeungGuk Choi,7,3,0,Orthodox,64.0,125.0,66.0,2.69,0.42,2.69,0.65,1.02,0.27,0.74,0.0
373,DongHun Choi,9,0,0,Switch,66.0,125.0,65.0,4.54,0.66,3.13,0.58,0.46,0.14,0.81,0.0
374,John Cholish,8,3,0,Orthodox,74.0,155.0,71.0,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4
375,Ryo Chonan,22,13,0,Orthodox,70.0,170.0,69.0,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3
376,Joachim Christensen,14,6,0,Orthodox,76.0,205.0,75.0,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0
377,Kevin Christian,9,2,0,Orthodox,80.0,205.0,79.0,0.75,0.35,1.83,0.55,0.0,0.0,0.5,3.2
378,Cameron Church,4,1,0,Orthodox,72.0,155.0,71.0,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0
379,Hannah Cifers,10,7,0,Orthodox,62.0,115.0,61.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3
380,Misha Cirkunov,15,9,0,Orthodox,77.0,205.0,75.0,3.86,0.51,3.06,0.57,4.15,0.39,0.76,1.7
381,Heather Clark,7,6,0,Orthodox,64.0,115.0,66.0,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3
382,Devin Clark,14,9,0,Orthodox,75.0,205.0,72.0,3.03,0.54,3.24,0.44,2.17,0.32,0.58,0.1
383,Jessica-Rose Clark,11,9,0,Orthodox,64.0,135.0,65.0,3.73,0.51,3.51,0.58,1.66,0.42,0.62,0.3
384,Shannon Clark,5,1,0,Orthodox,64.0,125.0,65.0,11.51,0.58,20.55,0.35,0.0,0.0,0.0,0.0
385,Mitch Clarke,11,5,0,Orthodox,73.0,155.0,70.0,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4
386,Rich Clementi,45,23,1,Southpaw,72.0,155.0,69.0,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1
387,Chris Clements,12,6,0,Orthodox,70.0,170.0,70.0,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3
388,Mark Climaco,9,2,0,Southpaw,65.0,125.0,64.0,4.13,0.59,2.9,0.57,3.5,0.36,0.46,0.0
389,Marloes Coenen,23,8,0,,67.0,145.0,69.0,2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5
390,Felipe Colares,10,4,0,Orthodox,69.0,145.0,68.0,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5
391,Chandler Cole,10,4,0,Orthodox,72.0,264.0,70.0,2.45,0.6,3.59,0.26,0.0,0.0,0.0,0.0
392,Mark Coleman,16,10,0,Orthodox,75.0,205.0,73.0,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8
393,Clay Collard,14,7,0,Orthodox,73.0,145.0,71.0,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5
394,Jamie Colleen,4,1,0,Orthodox,65.0,115.0,63.0,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6
395,Jake Collier,13,10,0,Orthodox,78.0,230.0,75.0,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6
396,Willian Colorado,11,1,0,,72.0,135.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Rose Conceicao,7,1,0,Orthodox,65.0,115.0,55.0,3.07,0.28,6.73,0.6,0.0,0.0,0.0,0.0
398,Carlos Condit,32,14,0,Orthodox,75.0,170.0,74.0,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0
399,Tristan Connelly,14,8,0,Orthodox,68.0,145.0,70.0,3.31,0.51,2.96,0.5,0.33,0.14,0.6,0.3
400,Amanda Cooper,3,5,0,Switch,64.0,115.0,63.0,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8
401,Chris Cope,8,4,0,Orthodox,72.0,170.0,72.0,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0
402,Michael Cora,4,1,0,Southpaw,77.0,170.0,73.0,0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0
403,Akira Corassani,12,6,0,Orthodox,68.0,145.0,68.0,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0
404,Daniel Cormier,22,3,0,Orthodox,72.0,235.0,71.0,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4
405,Nora Cornolle,8,2,0,Orthodox,67.0,135.0,67.0,3.41,0.53,2.18,0.62,0.39,0.11,0.5,0.0
406,Bethe Correia,11,6,1,Orthodox,64.0,135.0,65.0,4.37,0.43,4.93,0.56,0.39,0.18,0.85,0.0
407,Waldo Cortes-Acosta,12,1,0,Orthodox,78.0,260.0,76.0,5.64,0.48,3.6,0.52,0.55,0.6,0.6,0.2
408,Tracy Cortez,11,2,0,Orthodox,65.0,125.0,65.0,3.72,0.47,3.02,0.57,2.09,0.45,0.62,0.3
409,Reyes Cortez Jr.,7,3,0,Orthodox,68.0,135.0,67.0,4.1,0.45,7.43,0.52,1.5,0.11,1.0,0.0
